program_scope,tier,award_identity_key,usaspending_award_id,awarded_on,recipient,title,reason_codes,signals,canonical_recipient_match,story_linked,live_recipient_name,live_parent_recipient_name,existing_final_tier,existing_review_status
"spacex","excluded","award:eidlgt:3301158389","EIDLGT:3301158389","2020-04-23","DRAGON FRONTBOARDS","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3301276816","EIDLGT:3301276816","2020-04-23","CHINA DRAGON","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3301208387","EIDLGT:3301208387","2020-04-23","DRAGONFLY HOME INSPECTIONS","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3301149818","EIDLGT:3301149818","2020-04-22","STEEL DRAGON CO.","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3301007735","EIDLGT:3301007735","2020-04-22","TERRACOTTA DRAGON ARTS","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3301070260","EIDLGT:3301070260","2020-04-22","DRAGONS HOARD LLC","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3301057333","EIDLGT:3301057333","2020-04-22","GARDEN DRAGON, INC.","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3301100184","EIDLGT:3301100184","2020-04-22","DRAGON TITAN, LLC, INC","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3301070071","EIDLGT:3301070071","2020-04-22","CROSSFIT DRAGON CITY","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3301152888","EIDLGT:3301152888","2020-04-22","PONY PADDOCK AT DRAGON'S LAIR","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3301050953","EIDLGT:3301050953","2020-04-22","DRAGONFLY PROPERTIES, LLC","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3301026940","EIDLGT:3301026940","2020-04-22","BLUE DRAGON GROUP","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300977631","EIDLGT:3300977631","2020-04-21","DRAGON DYNAMICS","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300910299","EIDLGT:3300910299","2020-04-21","RED DRAGON PROPERTIES","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300951216","EIDLGT:3300951216","2020-04-21","FLYING DRAGONS LLC","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300861203","EIDLGT:3300861203","2020-04-20","DRAGON MIST","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300810541","EIDLGT:3300810541","2020-04-20","DRAGONFLY HAIR STUDIO","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300841685","EIDLGT:3300841685","2020-04-20","DRAGON FOOT SPA","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300846403","EIDLGT:3300846403","2020-04-20","DRAGON MUSIC GROUP LLC","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300830139","EIDLGT:3300830139","2020-04-20","DRAGON FOOT SPA","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300845919","EIDLGT:3300845919","2020-04-20","BEARDED DRAGON GAMES","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300854648","EIDLGT:3300854648","2020-04-20","DRAGONFLY GALLERY AND CREATIVE SPACES","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300857190","EIDLGT:3300857190","2020-04-20","IRON DRAGON LLC","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300810615","EIDLGT:3300810615","2020-04-20","DRAGONFLY ACUPUNCTURE PLLC","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300853883","EIDLGT:3300853883","2020-04-20","LULLABIES & DRAGONFLIES","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300851004","EIDLGT:3300851004","2020-04-20","DRAGON FIT TAMPA, LLC","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300873778","EIDLGT:3300873778","2020-04-20","DRAGONFLY CONSTRUCTION","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300653570","EIDLGT:3300653570","2020-04-19","TINY DRAGON PHOTOGRAPHY","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300553071","EIDLGT:3300553071","2020-04-19","DRAGONFLY EMPORIUM, LLC","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300614722","EIDLGT:3300614722","2020-04-19","DRAGONFLY","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300768697","EIDLGT:3300768697","2020-04-19","LITTLE DRAGON DIGITAL LLC","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300724429","EIDLGT:3300724429","2020-04-19","DRAGON KIM'S TAEKWONDO LLC","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300763797","EIDLGT:3300763797","2020-04-19","CHILL MAMA DRAGON","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300758631","EIDLGT:3300758631","2020-04-19","DRAGON HOUSE","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300580644","EIDLGT:3300580644","2020-04-19","DRAGON ESSENTIALS","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300718661","EIDLGT:3300718661","2020-04-19","CHASING DRAGONS","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300745873","EIDLGT:3300745873","2020-04-19","THE GREEN DRAGON CBD","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300725176","EIDLGT:3300725176","2020-04-19","DRAGONS INK","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300383711","EIDLGT:3300383711","2020-04-18","JENNIFER DRAGON CHILDCARE","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300493332","EIDLGT:3300493332","2020-04-18","FOUR DRAGONS YOGA","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300464536","EIDLGT:3300464536","2020-04-18","DRAGON CITY FARMS, INC.","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300464443","EIDLGT:3300464443","2020-04-18","DRAGON FAMILY MARTIAL ARTS","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300465377","EIDLGT:3300465377","2020-04-18","DRAGON K","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300434442","EIDLGT:3300434442","2020-04-18","DRAGONFLY INVESTMENTS LLC","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300479738","EIDLGT:3300479738","2020-04-18","DRAGONFLY STUDIO AND PRODUCTIONS","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300391659","EIDLGT:3300391659","2020-04-18","DRAGON OAKS CONSULTING","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300502462","EIDLGT:3300502462","2020-04-18","DRAGONFLY MEDIA, LLC","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300465343","EIDLGT:3300465343","2020-04-18","DRAGON K MARTIAL ARTS","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300435324","EIDLGT:3300435324","2020-04-18","CHEF J LATIN DRAGON FOOD TRUCK","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300500700","EIDLGT:3300500700","2020-04-18","DRAGONFLY VISION LLC","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300339316","EIDLGT:3300339316","2020-04-18","DRAGONFLY PEST CONTROL","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300515751","EIDLGT:3300515751","2020-04-18","DRAGON FIRE MARTIAL ARTS","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300342427","EIDLGT:3300342427","2020-04-18","DRAGON'S HEAD MANUFACTURING","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300429490","EIDLGT:3300429490","2020-04-18","ALEXANDRA DRAGONIR","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300213541","EIDLGT:3300213541","2020-04-16","DRAGON DEVELOPMENT LLC","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300231339","EIDLGT:3300231339","2020-04-16","DRAGONFLY PERMANENT MAKEUP","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300202840","EIDLGT:3300202840","2020-04-16","RED DRAGON DOJO","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300231965","EIDLGT:3300231965","2020-04-16","GOLDEN DRAGONS RICE","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300240920","EIDLGT:3300240920","2020-04-16","DRAGON RESUME","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300238367","EIDLGT:3300238367","2020-04-16","LAVENDER DRAGON TEAM","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300242471","EIDLGT:3300242471","2020-04-16","DRAGONFLY SERVICES LLC","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300151646","EIDLGT:3300151646","2020-04-15","DRAGON WAGON","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300065314","EIDLGT:3300065314","2020-04-14","THE SMOKING DRAGON","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:spe2dv20fnrla","SPE2DV20FNRLA","2020-04-14","CARDINAL HEALTH 200, LLC","4549681332!HARNESS DRAGON 2INW 1S","no_company_support_signal","dragon","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300075868","EIDLGT:3300075868","2020-04-14","DOUBLE DRAGON MARTIAL ARTS LLC","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300006302","EIDLGT:3300006302","2020-04-13","DRAGON NINJA","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300421493","EIDLGT:3300421493","2020-04-13","MYSTIC DRAGON'S LAIR","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300553875","EIDLGT:3300553875","2020-04-13","DRAGONFLY WINERY","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3301153502","EIDLGT:3301153502","2020-04-12","DRAGON FIRE LLC","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300632504","EIDLGT:3300632504","2020-04-12","DRAGONFLY LLC","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3301055439","EIDLGT:3301055439","2020-04-11","DELAVAN FLYING DRAGONS","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:eidlgt:3300872019","EIDLGT:3300872019","2020-04-11","PAI LUM WHITE DRAGON MARTIAL ARTS","ECONOMIC INJURY DISASTER GRANT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:spe2dv20fnnfu","SPE2DV20FNNFU","2020-03-01","CARDINAL HEALTH 200, LLC","4549210544!SYSTEM DRAGON 1S","no_company_support_signal","dragon","false","false","","","","unreviewed"
"spacex","excluded","award:spe2d620f71fc","SPE2D620F71FC","2020-02-28","QUALITY BIOLOGICAL INC","4549217064!BLACK DRAGON ZERO PF NITRILE EXAM LARGE","no_company_support_signal","dragon","false","false","","","","unreviewed"
"blue-origin","excluded","award:47qswa20p08eb","47QSWA20P08EB","2020-01-23","MINTON SUPPLY CO","CLEANER, CONTACT - SHALL BE A PLASTIC ABRASIVE BONDED VITRIFIED STONE USED FOR A FINE FINISHING OF RELAY CONTACT POINTS. SHALL BE 4 3/4 INCHES LONG X 0.250 INCHES WIDE X 0.040 THICK, 180 OR FINE GRIT,SMITH GROUP P/N 3002.","no_company_support_signal","","false","false","","","","unreviewed"
"spacex","excluded","award:spe30020f14fg","SPE30020F14FG","2019-11-19","LIBERTY COCA-COLA BEVERAGES LLC","4548147666!WATER, DRAGONFRUIT, POWER-C,","no_company_support_signal","","false","false","","","","unreviewed"
"spacex","excluded","award:spe2d619f1dyn","SPE2D619F1DYN","2019-09-13","ARTHUR H. THOMAS COMPANY","4547420010!BLACK DRAGON(R) PF BLACK LATEX GLOVES, S","no_company_support_signal","dragon","false","false","","","","unreviewed"
"spacex","excluded","award:spe2dv19feerp","SPE2DV19FEERP","2019-09-04","CARDINAL HEALTH 200, LLC","4547229391!HARNESS DRAGON 2INW 1S","no_company_support_signal","dragon","false","false","","","","unreviewed"
"spacex","excluded","award:spe2dv19feejp","SPE2DV19FEEJP","2019-09-01","CARDINAL HEALTH 200, LLC","4547201238!SYSTEM DRAGON 1S","no_company_support_signal","dragon","false","false","","","","unreviewed"
"spacex","excluded","award:spe2dv19fedvp","SPE2DV19FEDVP","2019-08-25","CARDINAL HEALTH 200, LLC","4547115772!SYSTEM DRAGON 1S","no_company_support_signal","dragon","false","false","","","","unreviewed"
"spacex","excluded","award:spe2dv19fecuj","SPE2DV19FECUJ","2019-08-12","CARDINAL HEALTH 200, LLC","4546949791!SYSTEM DRAGON 1S","no_company_support_signal","dragon","false","false","","","","unreviewed"
"spacex","excluded","award:spe30019f5v8x","SPE30019F5V8X","2019-06-11","LIBERTY COCA-COLA BEVERAGES LLC","4546294277!WATER, DRAGONFRUIT, POWER-C,","no_company_support_signal","","false","false","","","","unreviewed"
"spacex","excluded","award:spe30019f4waw","SPE30019F4WAW","2019-04-30","LIBERTY COCA-COLA BEVERAGES LLC","4545827629!WATER, DRAGONFRUIT, POWER-C,","no_company_support_signal","","false","false","","","","unreviewed"
"spacex","excluded","award:spe2d619f2e0t","SPE2D619F2E0T","2019-04-25","ARTHUR H. THOMAS COMPANY","4545790510!BLACK DRAGON ZERO NITRILE EXAM GLOVES L","no_company_support_signal","dragon","false","false","","","","unreviewed"
"spacex","excluded","award:spe30019f4f1r","SPE30019F4F1R","2019-04-11","PACIFIC UNLIMITED INC","4545610964!DRAGON FRUIT, YELLOW, FRESH,","no_company_support_signal","dragon","false","false","","","","unreviewed"
"spacex","excluded","award:spe2dv19fdwhu","SPE2DV19FDWHU","2019-04-09","CARDINAL HEALTH 200, LLC","4545578075!SYSTEM DRAGON 1S","no_company_support_signal","dragon","false","false","","","","unreviewed"
"spacex","excluded","award:spe30019f45sz","SPE30019F45SZ","2019-03-31","PACIFIC UNLIMITED INC","4545481638!DRAGON FRUIT, YELLOW, FRESH,","no_company_support_signal","dragon","false","false","","","","unreviewed"
"spacex","excluded","award:spe30019f41aw","SPE30019F41AW","2019-03-25","PACIFIC UNLIMITED INC","4545408445!DRAGON FRUIT, YELLOW, FRESH,","no_company_support_signal","dragon","false","false","","","","unreviewed"
"spacex","excluded","award:spe30019f3ns0","SPE30019F3NS0","2019-03-10","PACIFIC UNLIMITED INC","4545219744!DRAGON FRUIT, YELLOW, FRESH,","no_company_support_signal","dragon","false","false","","","","unreviewed"
"spacex","excluded","award:spe30019f3j40","SPE30019F3J40","2019-03-05","PACIFIC UNLIMITED INC","4545152945!DRAGON FRUIT, YELLOW, FRESH,","no_company_support_signal","dragon","false","false","","","","unreviewed"
"spacex","excluded","award:spe2d319f1113","SPE2D319F1113","2018-11-19","NORTH AMERICAN RESCUE, LLC","4544074305!STRAP, DRAGON HANDLE SYSTEM- BLK","no_company_support_signal","dragon","false","false","","","","unreviewed"
"spacex","excluded","award:spe30019f05yh","SPE30019F05YH","2018-10-07","PACIFIC UNLIMITED INC","4543584545!DRAGON FRUIT, YELLOW, FRESH,","no_company_support_signal","dragon","false","false","","","","unreviewed"
"spacex","excluded","award:spe30018fs6qt","SPE30018FS6QT","2018-07-30","REINHART FOODSERVICE, LLC","4542785335!BEV BASE, DRAGON FRUIT, FZN,","no_company_support_signal","dragon","false","false","","","","unreviewed"
"spacex","excluded","award:spe2d418f191d","SPE2D418F191D","2018-04-13","NORTH AMERICAN RESCUE, LLC","4541607506!STRAP, DRAGON HANDLE SYSTEM - BLK","no_company_support_signal","dragon","false","false","","","","unreviewed"
"spacex","excluded","award:spe2d618f87sp","SPE2D618F87SP","2018-03-04","ARTHUR H. THOMAS COMPANY","4541104627!BLACK DRAGON ZERO NITRILE EXAM GLOVES L","no_company_support_signal","dragon","false","false","","","","unreviewed"
"spacex","excluded","award:spe30018flgt2","SPE30018FLGT2","2018-02-08","COASTAL PACIFIC FOOD DISTRIBUTORS, INC.","4540838143!DRAGONFRUITS, FRESH,","no_company_support_signal","","false","false","","","","unreviewed"
"spacex","excluded","award:spe30018fk5x0","SPE30018FK5X0","2017-12-17","COASTAL PACIFIC FOOD DISTRIBUTORS, INC.","4540330720!DRAGONFRUITS, FRESH,","no_company_support_signal","","false","false","","","","unreviewed"
"spacex","excluded","award:1336","1336","2017-08-31","REINHART FOODSERVICE, LLC","4539183414!BEV BASE, DRAGON FRUIT, FZN,","no_company_support_signal","dragon","false","false","","","","unreviewed"
"spacex","excluded","award:f232","F232","2016-11-01","TW METALS, INC.","4536025317!VALVE, ANGLE - DRAGON #12691","no_company_support_signal","dragon","false","false","","","","unreviewed"
"spacex","excluded","award:08zy","08ZY","2016-10-31","REINHART FOODSERVICE, LLC","4536007009!BEV BASE, DRAGON FRUIT, FZN,","no_company_support_signal","dragon","false","false","","","","unreviewed"
"spacex","excluded","award:18234928","18234928","2016-10-14","DRAGONWICK FARMS","""CONSERV RESV PRGM; TO PROTECT THE NATION'S LONG-TERM CAPABILITY TO PROD FOOD, REDUCE SOIL EROSION, IMPROVE WATER QUALITY, & CREATE WILDLIFE HABITAT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:18440752","18440752","2016-10-03","DRAGONWICK FARMS","""CONSERV RESV PRGM; TO PROTECT THE NATION'S LONG-TERM CAPABILITY TO PROD FOOD, REDUCE SOIL EROSION, IMPROVE WATER QUALITY, & CREATE WILDLIFE HABITAT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:00rd","00RD","2016-09-28","COCA-COLA REFRESHMENTS USA, INC.","4535701426!WATER, DRAGONFRUIT, POWER-C,","no_company_support_signal","","false","false","","","","unreviewed"
"spacex","excluded","award:g360","G360","2016-09-13","ARTHUR H. THOMAS COMPANY","4535521703!BLACK DRAGON ZERO NITRILE EXAM GLOVES L","no_company_support_signal","dragon","false","false","","","","unreviewed"
"spacex","excluded","award:00p8","00P8","2016-06-16","COCA-COLA REFRESHMENTS USA, INC.","4534636978!WATER, DRAGONFRUIT, POWER-C,","no_company_support_signal","","false","false","","","","unreviewed"
"spacex","excluded","award:00mp","00MP","2016-04-18","COCA-COLA REFRESHMENTS USA, INC.","4533992028!WATER, DRAGONFRUIT, POWER-C,","no_company_support_signal","","false","false","","","","unreviewed"
"spacex","excluded","award:00mj","00MJ","2016-04-08","COCA-COLA REFRESHMENTS USA, INC.","4533883469!WATER, DRAGONFRUIT, POWER-C,","no_company_support_signal","","false","false","","","","unreviewed"
"spacex","excluded","award:g923","G923","2015-12-21","NORTH AMERICAN RESCUE, LLC","4532805670!HARNESS, DRAGON - BLK","no_company_support_signal","dragon","false","false","","","","unreviewed"
"spacex","excluded","award:16738874","16738874","2015-10-09","DRAGONWICK FARMS","""CONSERV RESV PRGM; TO PROTECT THE NATION'S LONG-TERM CAPABILITY TO PROD FOOD, REDUCE SOIL EROSION, IMPROVE WATER QUALITY, & CREATE WILDLIFE HABITAT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:16802821","16802821","2015-10-05","DRAGONWICK FARMS","""CONSERV RESV PRGM; TO PROTECT THE NATION'S LONG-TERM CAPABILITY TO PROD FOOD, REDUCE SOIL EROSION, IMPROVE WATER QUALITY, & CREATE WILDLIFE HABITAT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:w912j215f0046","W912J215F0046","2015-09-25","KPAUL PROPERTIES LLC","DRAGON NATURALLY SPEAKING LEGAL SOFTWARE","no_company_support_signal","dragon","false","false","","","","unreviewed"
"spacex","excluded","award:16142876","16142876","2014-10-10","DRAGONWICK FARMS","""CONSERV RESV PRGM; TO PROTECT THE NATION'S LONG-TERM CAPABILITY TO PROD FOOD, REDUCE SOIL EROSION, IMPROVE WATER QUALITY, & CREATE WILDLIFE HABITAT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:16133425","16133425","2014-10-09","DRAGONWICK FARMS","""CONSERV RESV PRGM; TO PROTECT THE NATION'S LONG-TERM CAPABILITY TO PROD FOOD, REDUCE SOIL EROSION, IMPROVE WATER QUALITY, & CREATE WILDLIFE HABITAT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:16018422","16018422","2014-09-24","DRAGON FARMS INC","NONINSURED ASSISTANCE: TO PROVIDE CROP LOSS ASSISTANCE COMPARABLE TO THE CATASTROPHIC RISK PROTECTION LEVEL OF CROP INSURANCE TO PRODUCERS OF COMMER","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:15301449","15301449","2013-10-21","DRAGONWICK FARMS","""CONSERV RESV PRGM; TO PROTECT THE NATION'S LONG-TERM CAPABILITY TO PROD FOOD, REDUCE SOIL EROSION, IMPROVE WATER QUALITY, & CREATE WILDLIFE HABITAT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:15241566","15241566","2013-10-21","DRAGONWICK FARMS","""CONSERV RESV PRGM; TO PROTECT THE NATION'S LONG-TERM CAPABILITY TO PROD FOOD, REDUCE SOIL EROSION, IMPROVE WATER QUALITY, & CREATE WILDLIFE HABITAT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:12965491","12965491","2012-10-09","RED DRAGON OIL","DIRECT AND COUNTER-CYCLICAL PAYMENTS PROGRAM: TO PROVIDE INCOME SUPPORT TO ELIGIBLE PRODUCERS OF COVERED COMMODITIES.","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:12834022","12834022","2012-10-02","DRAGONWICK FARMS","""CONSERV RESV PRGM; TO PROTECT THE NATION'S LONG-TERM CAPABILITY TO PROD FOOD, REDUCE SOIL EROSION, IMPROVE WATER QUALITY, & CREATE WILDLIFE HABITAT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:12698342","12698342","2012-10-02","DRAGONWICK FARMS","""CONSERV RESV PRGM; TO PROTECT THE NATION'S LONG-TERM CAPABILITY TO PROD FOOD, REDUCE SOIL EROSION, IMPROVE WATER QUALITY, & CREATE WILDLIFE HABITAT","disallowed_award_family","","false","false","","","","unreviewed"
"spacex","excluded","award:ht001112p0247","HT001112P0247","2012-04-27","CDW GOVERNMENT LLC","NUANCE DRAGON MED PRACTICE UPGRADE","no_company_support_signal","dragon","false","false","","","","unreviewed"
"spacex","excluded","award:ht001112p0163","HT001112P0163","2012-03-23","J & R ELECTRONICS INC.","DRAGON DICTATE 2.0 MACINTOSH, DRAGON RELATED ITEMS","no_company_support_signal","dragon","false","false","","","","unreviewed"
"spacex","excluded","award:ht001112p0137","HT001112P0137","2012-03-15","SOFTNET SYSTEMS INC","DRAGON TRAINING DVD","no_company_support_signal","dragon","false","false","","","","unreviewed"
"spacex","excluded","award:ht001112p0028","HT001112P0028","2012-01-12","CDW GOVERNMENT LLC","FED NUANCE DRAGON NATURALLY SPEAKING PRO","no_company_support_signal","dragon","false","false","","","","unreviewed"
"spacex","excluded","award:ht001112p0030","HT001112P0030","2012-01-11","ZEPHYR-TEC CORP.","DRAGON TECHNICAL SERVICES","no_company_support_signal","dragon|service_context|support_context","false","false","","","","unreviewed"
"spacex","excluded","award:ht001112p0015","HT001112P0015","2012-01-09","VOICETEACH LLC","DRAGON TECHNICAL SERVICES","no_company_support_signal","dragon|service_context|support_context","false","false","","","","unreviewed"
